,dwell,car,2,child,age,5,6,religion,8,9,10,11,12,13
33933,0,4,2,1,35,1,0,1,0,3,39,1,43,1
33934,0,0,5,0,11,1,0,0,0,1,59,1,19,0
33935,0,0,1,0,8,1,0,1,0,1,19,1,18,0
33936,1,0,7,6,38,0,0,0,0,0,47,1,48,0
33937,0,0,4,3,36,0,0,1,0,0,39,1,46,0
33938,1,0,3,2,21,1,0,1,0,0,59,1,31,0
33939,0,0,4,0,9,1,0,0,0,2,47,1,11,0
33940,0,1,3,2,42,0,0,1,0,0,49,1,30,1
33941,0,1,4,2,53,1,1,0,0,3,19,1,63,1
33942,1,1,4,3,32,0,0,1,0,2,47,1,8,1
33943,0,0,4,3,19,1,0,1,0,0,23,1,4,0
33944,1,0,0,0,15,0,0,0,0,1,39,1,1,1
33945,1,0,9,0,10,0,0,0,0,0,47,1,6,0
33946,0,0,2,0,36,0,0,1,0,0,79,1,1,0
33947,1,0,8,7,27,0,0,1,0,0,59,1,37,0
33948,0,0,4,3,31,1,0,1,0,0,65,1,41,0
33949,0,0,4,3,23,0,0,1,0,0,47,1,4,0
33950,1,1,3,0,12,0,0,0,0,1,43,1,18,0
33951,0,1,4,3,39,1,0,1,0,0,49,1,17,0
33952,0,1,2,1,45,0,0,1,1,1,39,1,44,1
33953,1,0,0,0,40,0,0,0,0,1,43,1,1,0
33954,0,0,0,0,50,1,1,0,0,0,54,1,40,0
33955,1,0,0,0,15,0,0,0,0,1,47,1,25,0
33956,0,1,4,0,15,0,0,0,0,0,43,1,24,0
33957,0,0,6,3,39,1,0,1,0,0,59,1,49,0
33958,0,0,5,4,32,0,0,1,0,0,47,1,42,0
33959,0,0,3,1,35,0,0,1,0,0,39,1,45,0
33960,0,0,2,0,8,0,0,0,0,0,44,1,3,0
33961,0,0,3,1,24,1,0,1,0,2,43,1,34,1
33962,0,0,1,0,39,0,1,0,0,0,39,1,39,0
33963,0,1,3,2,27,1,0,1,0,2,39,1,30,1
33964,0,0,4,0,6,1,0,0,0,1,49,1,16,0
33965,0,1,2,1,35,1,0,1,0,2,39,1,20,1
33966,0,1,4,2,23,0,0,1,0,1,39,1,30,0
33967,0,0,1,0,48,0,0,1,0,0,29,1,38,0
33968,0,2,1,0,32,0,0,1,0,3,76,1,42,1
33969,0,0,1,0,45,1,0,1,0,0,69,1,49,0
33970,1,0,0,0,25,0,1,0,0,0,59,1,35,0
33971,0,1,6,0,11,1,0,0,0,0,59,1,7,0
33972,0,1,3,2,40,0,0,1,0,1,89,1,13,1
33973,0,0,5,0,11,1,0,0,0,1,43,1,21,0
33974,0,0,1,0,14,0,0,1,0,1,47,1,24,0
33975,0,1,3,2,30,0,0,1,0,2,34,1,40,1
33976,0,0,1,1,30,1,1,0,0,1,43,1,40,0
33977,0,1,7,0,24,0,0,0,0,1,47,1,10,0
33978,1,0,2,1,37,0,0,1,0,2,43,1,30,1
33979,0,0,1,0,15,0,0,1,0,1,47,1,10,0
33980,0,0,3,1,50,0,0,1,0,0,59,0,20,0
33981,1,0,2,0,17,0,0,0,0,1,41,1,6,0
33982,0,0,3,2,16,0,0,1,0,0,54,1,24,0
33983,0,0,2,1,17,0,0,1,0,0,59,1,10,0
33984,0,0,6,3,39,1,1,0,0,0,39,1,6,0
33985,0,1,5,2,6,1,0,1,0,0,71,1,2,0
33986,0,1,3,2,39,0,0,1,1,3,89,1,47,0
33987,0,1,3,1,32,0,0,1,0,2,39,1,42,1
33988,0,1,3,2,30,0,0,1,0,1,87,1,40,1
33989,0,0,2,1,19,1,0,1,0,0,39,1,15,0
33990,0,0,3,2,43,1,1,0,0,0,29,1,24,0
33991,0,1,3,2,30,0,0,1,0,0,71,1,33,0
33992,0,0,4,3,44,0,0,1,0,0,44,1,44,0
33993,1,0,1,1,45,1,0,0,0,0,49,1,26,0
33994,0,0,2,1,50,0,0,1,0,0,69,1,60,0
33995,0,0,4,3,28,1,0,1,0,1,47,1,14,0
33996,0,1,5,3,38,1,0,1,0,0,17,1,48,0
33997,0,0,5,0,11,0,0,0,0,0,44,1,21,0
33998,0,0,5,0,11,1,0,0,0,0,14,1,21,0
33999,0,0,4,3,23,1,0,1,0,0,39,1,13,0
34000,0,1,3,2,35,0,0,1,0,0,64,1,45,1
34001,0,1,2,1,24,1,0,1,0,0,51,1,34,0
34002,0,0,4,3,30,1,0,1,0,0,47,1,23,0
34003,0,1,4,0,5,0,0,0,0,0,24,1,15,0
34004,0,0,2,1,15,0,0,1,0,2,47,1,25,0
34005,1,0,2,1,24,1,0,1,0,0,37,1,14,0
34006,0,1,4,2,42,0,0,1,0,2,54,1,48,1
34007,0,0,4,3,90,1,0,1,0,0,47,1,34,0
34008,0,0,3,2,49,0,0,1,0,0,47,1,59,0
34009,1,2,1,0,21,1,0,0,0,3,39,1,16,1
34010,0,1,6,0,4,0,0,0,0,0,76,1,14,0
34011,0,1,4,3,24,0,0,1,0,0,47,1,1,0
34012,1,0,3,0,8,0,0,0,0,1,43,1,1,0
34013,0,2,5,3,49,0,0,1,0,3,35,1,40,1
34014,0,0,3,2,28,0,0,1,0,2,39,1,10,0
34015,0,0,4,1,40,1,0,0,0,0,47,1,30,0
34016,0,0,3,0,10,0,0,0,0,1,59,1,20,0
34017,1,0,2,1,12,1,0,1,0,1,41,1,12,0
34018,0,0,3,2,21,1,0,1,0,2,39,1,8,0
34019,0,2,4,1,10,1,0,0,0,1,55,1,1,0
34020,0,2,3,0,12,1,0,0,0,2,43,1,14,0
34021,0,0,5,3,34,1,0,1,0,1,49,1,11,1
34022,0,0,2,1,36,0,0,1,0,2,39,1,46,0
34023,1,1,2,1,25,1,0,1,0,2,43,1,30,1
34024,1,0,0,0,11,1,0,0,0,2,39,1,21,0
34025,0,0,6,2,45,0,0,1,0,0,39,1,23,0
34026,1,0,4,0,11,0,0,0,0,1,47,1,7,0
34027,0,0,6,0,26,0,0,0,0,0,39,1,11,0
34028,0,1,4,0,13,1,0,0,0,2,43,1,23,0
34029,1,0,4,1,21,0,0,1,0,1,71,1,31,0
34030,0,0,3,2,30,1,0,1,0,0,39,1,40,0
34031,0,0,1,0,17,1,0,1,0,1,57,1,27,0
34032,0,0,5,0,21,0,0,0,0,0,49,1,18,0
34033,0,0,4,1,43,1,0,1,0,0,13,1,53,1
34034,1,0,1,0,26,1,0,0,0,1,44,1,3,0
34035,1,0,7,0,0,0,0,0,0,0,69,1,2,0
34036,0,0,4,3,17,1,0,1,0,1,29,1,23,0
34037,0,2,4,0,17,1,0,0,0,2,47,1,2,0
34038,0,1,1,0,52,0,0,1,0,0,59,1,62,0
34039,1,0,5,0,5,1,0,0,0,1,0,1,15,0
34040,0,0,3,2,31,0,0,1,0,0,39,1,41,1
34041,0,0,5,3,44,0,0,1,0,0,97,1,14,0
34042,0,1,3,2,56,1,0,1,0,0,39,1,66,0
34043,0,1,3,2,28,0,0,1,0,0,47,1,25,1
34044,1,0,5,4,23,0,0,1,0,0,47,1,12,0
34045,0,0,10,8,34,0,0,1,0,1,39,1,13,0
34046,0,0,13,2,32,1,1,0,0,0,34,1,42,0
34047,1,1,4,3,20,0,0,1,0,2,41,1,30,1
34048,0,0,2,0,58,0,1,0,0,0,15,1,68,0
34049,0,0,3,1,44,1,0,1,0,0,49,1,54,0
34050,0,1,4,3,46,0,0,1,0,2,41,1,56,1
34051,1,0,3,2,26,0,0,1,0,0,39,1,36,0
34052,0,1,3,2,24,0,0,1,0,0,47,1,13,0
34053,0,1,5,4,21,0,0,1,0,0,39,1,31,0
34054,0,0,3,2,16,0,0,1,0,1,39,1,26,0
34055,0,0,1,0,13,1,0,1,0,1,43,1,6,0
34056,1,0,2,1,18,0,0,1,0,2,47,1,10,1
34057,0,0,2,0,29,0,0,0,0,0,55,1,6,0
34058,0,0,3,1,64,0,1,0,0,0,39,1,74,1
34059,0,0,3,2,24,0,0,1,0,0,47,1,13,0
34060,0,1,1,0,44,1,0,1,0,0,47,1,47,0
34061,0,1,3,2,43,0,0,1,0,2,5,1,53,1
34062,0,0,3,2,33,0,0,1,0,0,49,1,20,0
34063,1,0,11,9,30,0,0,1,0,0,44,1,40,0
34064,0,2,2,1,44,0,0,1,0,0,39,1,54,1
34065,0,1,3,2,24,0,0,1,0,0,20,1,19,0
34066,0,0,3,1,38,1,1,0,0,0,43,1,48,0
34067,1,1,1,0,30,0,0,1,0,3,59,1,40,1
34068,0,1,2,1,44,0,0,1,0,2,19,1,10,0
34069,0,0,1,0,24,0,0,1,0,1,47,1,34,1
34070,0,1,3,1,36,0,0,1,0,0,49,1,23,0
34071,0,0,2,1,11,1,0,1,0,1,9,1,21,0
34072,0,1,3,2,52,0,0,1,0,1,34,1,55,0
34073,1,1,1,0,15,1,0,1,0,1,65,1,25,1
34074,0,1,3,2,17,0,0,1,0,2,83,1,27,1
34075,1,0,2,2,27,1,0,0,0,0,47,1,15,0
34076,1,1,1,0,28,1,0,0,0,3,2,1,1,1
34077,0,1,2,1,39,0,0,1,0,3,53,1,9,1
34078,0,0,6,5,33,0,0,1,0,0,29,1,43,0
34079,0,0,2,0,69,0,0,1,0,0,15,0,79,0
34080,1,1,1,0,9,1,0,1,0,2,39,1,1,0
34081,0,1,3,2,27,1,0,1,0,3,29,1,30,1
34082,1,0,7,6,44,0,0,1,0,1,59,1,54,1
34083,0,0,8,4,34,0,0,1,0,0,53,1,16,0
34084,0,0,3,1,13,0,0,1,0,1,39,1,15,0
34085,0,0,8,5,29,0,0,1,0,0,51,1,14,0
34086,0,1,3,2,19,1,0,1,0,3,39,1,29,1
34087,0,1,3,2,26,0,0,1,0,2,39,1,16,1
34088,1,0,2,0,18,0,0,1,0,2,29,1,10,1
34089,0,1,2,0,28,0,0,0,0,1,43,1,38,0
34090,0,1,4,0,18,0,0,0,0,2,29,1,28,0
34091,0,0,3,2,34,1,0,1,0,0,54,1,22,0
34092,0,0,1,0,32,0,0,1,0,2,47,1,42,0
34093,0,0,3,3,27,1,1,0,0,0,49,1,37,0
34094,0,0,2,1,29,1,0,1,0,0,39,1,20,0
34095,0,0,1,0,18,1,0,1,0,2,39,1,28,0
34096,1,0,3,2,23,0,0,1,0,1,59,1,15,0
34097,0,0,8,7,27,1,0,1,0,0,55,1,37,0
34098,1,1,6,5,13,1,0,1,0,0,39,1,22,0
34099,0,0,4,0,7,1,0,0,0,1,59,1,17,0
34100,0,2,2,1,32,1,0,1,0,2,19,1,42,0
34101,0,0,4,0,8,0,0,0,0,1,48,1,18,0
34102,0,0,1,0,19,1,0,1,0,1,34,1,11,0
34103,0,0,3,2,28,0,0,1,0,0,39,0,14,0
34104,0,1,2,1,43,1,0,1,0,0,29,1,53,0
34105,0,0,4,3,20,0,0,1,0,1,69,1,20,1
34106,0,3,3,2,60,0,0,1,0,0,39,1,70,1
34107,0,0,4,0,6,0,0,0,0,1,47,1,14,0
34108,0,0,1,0,34,0,0,1,0,1,19,1,44,0
34109,0,0,4,3,19,0,0,1,0,0,15,1,20,0
34110,0,1,2,0,16,0,0,0,0,2,47,1,26,1
34111,0,0,4,3,48,1,0,1,0,0,43,1,58,0
34112,0,1,3,0,27,0,0,0,0,0,49,1,20,1
34113,0,0,2,1,51,0,0,1,0,0,47,1,56,0
34114,0,0,4,2,34,1,0,1,0,0,39,1,13,0
34115,0,0,2,1,29,0,0,1,0,1,43,1,39,1
34116,0,2,2,1,41,0,0,1,0,0,44,1,42,1
34117,1,0,2,1,36,0,0,1,0,1,43,1,11,0
34118,0,0,5,2,42,1,0,1,0,0,29,1,24,0
34119,0,2,1,0,52,0,0,1,0,3,29,1,21,1
34120,1,0,2,0,11,1,0,1,0,2,43,1,2,1
34121,0,0,1,0,39,1,0,1,0,0,39,1,3,0
34122,1,0,3,2,26,0,0,1,0,0,62,1,0,0
34123,1,1,1,1,38,1,1,0,0,1,47,1,18,0
34124,0,0,5,4,25,1,0,1,0,0,43,1,35,0
34125,1,0,2,1,14,0,0,1,0,2,43,1,21,0
34126,1,1,3,2,30,0,0,1,0,2,49,1,2,1
34127,0,0,5,4,32,0,0,1,0,0,59,1,24,1
34128,0,1,3,0,6,0,0,0,0,1,19,1,6,0
34129,0,0,4,3,26,1,0,1,0,0,39,1,36,0
34130,1,0,1,0,16,1,0,1,0,1,55,1,26,0
34131,0,0,2,1,28,0,0,1,0,0,69,1,0,0
34132,0,0,2,1,17,0,0,1,0,2,89,1,25,0
34133,1,1,4,1,19,1,0,1,0,2,43,1,10,1
34134,0,1,3,2,12,0,0,1,0,1,47,1,12,0
34135,0,1,3,0,6,1,0,1,0,1,45,1,16,0
34136,1,1,1,0,13,1,0,1,0,2,73,1,20,0
34137,0,2,0,0,22,1,1,0,0,1,39,1,0,0
34138,0,0,4,3,29,0,0,1,0,0,81,1,10,0
34139,1,0,7,0,11,0,0,0,0,1,44,1,21,0
34140,0,1,4,3,28,0,0,1,0,0,47,1,38,0
34141,1,1,3,2,26,0,0,1,0,1,97,1,12,1
34142,1,0,2,2,39,1,0,0,0,0,43,1,16,0
34143,1,2,1,0,18,0,0,1,0,2,69,1,28,1
34144,0,0,5,3,32,0,0,1,0,0,39,1,42,0
34145,0,0,9,4,37,1,0,1,0,0,39,1,40,0
34146,0,1,4,3,34,0,0,1,0,2,47,1,44,1
34147,0,0,2,1,20,1,0,1,0,2,23,1,30,0
34148,0,0,7,6,49,0,0,1,0,0,39,0,59,0
34149,0,1,3,2,28,0,0,1,0,1,59,1,38,0
34150,0,0,3,2,37,0,0,1,0,0,43,1,47,0
34151,0,0,2,1,35,0,0,1,0,0,47,1,30,0
34152,0,0,5,0,8,0,0,0,0,0,47,1,15,0
34153,1,0,4,2,12,1,0,0,0,0,44,1,22,0
34154,0,2,3,2,41,0,0,1,0,2,39,1,32,1
34155,0,0,4,3,42,0,0,1,0,0,43,1,45,1
34156,1,1,4,1,36,0,0,1,0,0,49,1,46,1
34157,0,0,4,3,23,0,0,1,0,1,53,1,10,0
34158,0,0,5,3,34,0,0,1,0,0,39,1,44,0
34159,0,0,4,0,13,0,0,0,0,0,59,1,20,0
34160,1,0,4,3,26,0,0,1,0,0,47,1,1,0
34161,0,2,2,0,9,1,0,0,0,1,41,1,19,0
34162,0,1,5,2,21,1,0,1,0,0,58,1,31,0
34163,0,0,3,0,13,0,0,0,0,2,39,1,20,1
34164,0,0,4,2,22,0,0,1,0,2,65,1,15,1
34165,0,0,2,1,11,1,0,1,0,2,19,1,1,1
34166,0,0,1,0,25,0,0,1,0,0,44,1,8,0
34167,1,1,0,0,15,0,0,0,0,1,47,1,1,0
34168,1,0,6,0,15,0,0,0,0,0,39,1,25,0
34169,0,2,2,1,44,1,0,1,0,2,39,1,25,1
34170,0,1,2,1,22,1,0,1,0,2,35,1,32,1
34171,0,0,1,0,33,0,1,0,0,1,54,1,43,0
34172,0,0,3,2,46,0,0,1,0,0,55,1,26,0
34173,0,0,4,0,8,1,0,0,0,1,39,1,18,0
34174,0,1,2,1,41,1,0,1,0,0,39,1,40,0
34175,1,2,2,0,9,0,0,0,0,2,57,1,19,0
34176,1,0,4,3,28,1,0,1,0,1,29,1,11,0
34177,0,0,9,6,38,0,0,1,0,0,34,1,48,0
34178,1,0,7,5,36,0,0,1,0,0,47,1,4,0
34179,0,1,3,2,30,0,0,1,0,1,39,1,37,1
34180,0,0,9,0,5,0,0,0,0,0,59,1,15,0
34181,1,2,5,0,11,0,0,0,0,1,59,1,21,0
34182,1,0,1,1,16,1,0,0,0,1,55,1,24,0
34183,1,0,1,0,17,1,0,1,0,1,39,1,27,1
34184,0,0,8,7,30,0,0,1,0,0,49,1,40,0
34185,0,1,3,2,39,0,0,1,0,3,7,1,49,1
34186,0,1,4,3,30,1,0,1,0,1,44,1,30,0
34187,0,1,5,3,23,1,0,1,0,1,43,1,12,0
34188,1,0,3,2,34,0,0,1,0,1,35,1,12,0
34189,1,0,1,0,9,1,0,1,0,1,44,1,12,0
34190,0,0,1,0,17,0,0,1,0,2,39,1,27,0
34191,0,0,3,2,37,0,0,1,0,2,89,1,40,0
34192,0,1,3,2,22,1,0,1,0,2,19,1,20,1
34193,0,2,5,2,39,1,1,0,0,0,43,1,30,1
34194,1,1,1,0,31,0,0,1,0,2,49,1,7,1
34195,0,2,5,0,18,1,0,0,0,1,39,1,5,0
34196,0,1,2,2,35,1,0,0,0,3,39,1,25,1
34197,1,0,4,1,32,1,0,1,0,0,35,1,42,0
34198,0,1,4,3,37,1,0,1,0,0,112,1,30,0
34199,0,0,0,0,42,0,1,0,0,0,45,1,5,0
34200,0,0,4,3,45,1,1,0,0,0,15,1,40,0
34201,0,0,3,2,19,0,0,1,0,1,53,1,12,0
34202,0,0,4,3,36,0,0,1,0,1,59,1,46,0
34203,0,2,2,2,40,1,1,0,0,1,47,1,37,1
34204,0,0,4,4,18,1,0,0,0,0,39,0,28,0
34205,0,0,3,2,41,0,0,1,0,0,44,1,51,0
34206,1,1,1,0,21,0,1,0,0,1,59,1,12,1
34207,1,0,3,2,11,0,0,1,0,1,49,1,2,0
34208,1,0,3,1,39,0,1,0,0,0,29,1,18,0
34209,0,0,5,4,32,0,0,1,0,2,43,1,40,1
34210,1,0,3,2,12,0,0,1,0,0,77,1,14,0
34211,0,0,4,3,21,1,0,1,0,1,11,1,5,0
34212,1,2,4,0,13,0,0,0,0,1,54,1,14,0
34213,0,1,3,0,14,0,0,0,0,0,39,1,24,0
34214,0,0,5,0,10,0,0,0,0,2,49,1,16,0
34215,1,0,5,4,29,0,0,1,0,0,47,0,21,0
34216,0,1,5,0,10,0,0,0,0,1,71,1,2,0
34217,0,1,4,1,10,1,0,1,0,1,59,1,13,0
34218,0,2,6,2,45,1,0,1,0,0,29,1,26,1
34219,0,1,6,0,8,0,0,0,0,0,39,1,18,0
34220,0,1,4,3,26,1,0,1,0,1,34,1,36,0
34221,0,1,3,0,13,1,0,0,0,2,39,1,3,0
34222,0,0,4,3,36,0,0,1,0,1,81,1,20,0
34223,1,0,4,2,24,1,0,1,0,1,11,1,34,0
34224,0,1,18,9,47,0,0,1,0,0,39,1,57,0
34225,0,2,2,1,52,1,1,0,0,2,35,1,35,1
34226,0,0,2,1,21,1,0,1,0,0,20,1,31,0
34227,0,0,0,0,16,0,0,0,0,1,39,1,3,1
34228,0,1,3,0,16,0,0,0,0,3,34,1,25,1
34229,1,1,3,2,17,1,0,1,0,2,39,1,6,0
34230,0,0,2,1,15,0,0,1,0,0,56,1,25,0
34231,0,0,7,5,44,1,0,1,0,0,43,1,40,0
34232,0,0,3,2,24,1,0,1,0,1,34,1,34,0
34233,0,0,6,5,26,0,0,1,0,0,47,1,4,0
34234,0,1,2,1,20,0,0,1,0,1,39,1,30,0
34235,0,1,8,0,19,1,0,1,0,1,43,1,25,0
34236,0,0,5,4,33,0,0,1,0,0,59,1,43,1
34237,0,0,6,1,31,1,0,0,0,1,43,1,20,0
34238,1,0,3,2,27,0,0,1,0,0,41,1,8,0
34239,0,1,4,2,24,0,0,1,0,1,57,1,18,1
34240,0,0,4,0,13,0,0,1,0,2,24,1,2,0
34241,1,0,3,0,42,0,1,0,0,2,47,1,25,0
34242,0,1,4,0,17,0,0,0,0,0,47,1,19,0
34243,0,0,3,0,8,0,0,0,0,1,55,1,8,0
34244,0,0,4,2,39,1,0,0,0,0,39,1,49,0
34245,0,0,4,2,54,0,0,1,0,0,71,0,32,0
34246,1,1,2,0,20,0,0,0,0,2,67,1,15,1
34247,0,1,3,2,38,0,0,1,0,0,49,1,48,0
34248,0,0,7,1,27,1,0,0,0,0,59,1,5,1
34249,0,1,2,1,22,0,0,1,0,1,44,1,8,0
34250,0,1,2,1,30,1,0,1,0,1,29,1,20,0
34251,1,1,5,4,24,0,0,1,0,1,47,1,30,1
34252,1,0,7,6,23,0,0,1,0,0,65,1,33,0
34253,0,0,1,0,36,0,0,1,0,1,31,1,5,0
34254,1,0,3,1,15,0,0,1,0,0,62,1,25,0
34255,0,0,4,3,31,1,0,1,0,1,39,1,25,0
34256,0,0,6,0,8,0,0,0,0,1,39,1,18,0
34257,0,0,6,0,16,0,0,0,0,1,59,1,22,0
34258,0,1,4,3,30,0,0,1,0,1,47,1,3,0
34259,1,0,3,2,25,0,0,1,0,1,39,1,16,1
34260,0,0,3,2,27,0,0,1,0,0,53,1,37,0
34261,1,0,0,0,27,0,0,0,0,1,48,1,37,0
34262,0,1,2,1,56,0,1,0,0,0,39,1,45,1
34263,0,1,4,0,19,0,0,1,0,1,45,1,28,1
34264,0,1,3,2,33,0,0,1,0,1,79,1,22,1
34265,1,2,4,0,16,1,0,0,0,3,34,1,26,1
34266,0,0,4,3,22,0,0,1,0,0,45,1,32,0
34267,1,0,3,2,30,1,0,1,0,1,14,1,10,0
34268,1,1,4,2,28,0,0,1,0,1,69,1,38,1
34269,0,0,2,0,45,1,0,1,0,0,47,1,14,0
34270,0,0,4,1,46,1,0,1,0,0,43,1,14,0
34271,1,2,4,3,35,0,0,1,0,3,39,1,45,1
34272,1,0,2,1,31,1,0,0,0,2,53,1,18,0
34273,0,4,4,3,40,1,0,1,0,1,23,1,50,1
34274,0,1,3,2,18,0,0,1,0,2,44,1,27,0
34275,0,1,1,0,13,0,0,0,0,2,39,1,23,1
34276,0,1,4,3,25,0,0,1,0,1,39,1,35,0
34277,0,0,3,2,17,1,0,1,0,0,49,1,6,0
34278,0,0,5,4,23,0,0,1,0,1,24,1,33,0
34279,0,1,4,0,8,0,0,0,0,1,43,1,18,0
34280,1,0,4,0,13,1,0,0,0,0,32,1,23,0
34281,0,2,3,2,23,0,0,1,0,1,47,1,15,1
34282,0,0,1,0,25,1,0,1,0,1,11,1,35,0
34283,1,0,3,2,23,0,0,1,0,2,38,1,14,0
34284,1,0,5,1,20,0,0,1,0,0,29,1,10,0
34285,1,1,3,0,8,1,0,0,0,1,39,1,2,0
34286,0,1,4,3,21,0,0,1,0,1,83,1,31,0
34287,0,0,3,2,17,0,0,1,0,0,69,1,27,1
34288,0,0,3,0,11,1,0,0,0,1,47,1,21,0
34289,0,1,1,1,25,1,0,0,0,3,59,1,35,1
34290,0,0,13,0,27,0,0,0,0,0,47,1,20,0
34291,0,0,4,3,52,0,0,1,0,2,47,1,6,0
34292,0,0,2,1,39,0,0,1,0,1,39,1,49,1
34293,0,1,2,0,42,1,0,0,0,2,29,1,52,0
34294,0,0,1,1,41,1,1,0,0,0,24,1,33,0
34295,0,1,1,0,44,0,0,1,0,0,14,1,51,0
34296,0,0,3,2,19,1,0,1,0,0,53,1,6,0
34297,0,0,3,1,57,0,0,1,0,0,39,1,67,0
34298,0,0,3,1,17,1,0,1,0,2,39,1,27,0
34299,1,0,6,0,2,0,0,0,0,1,43,1,12,0
34300,0,0,3,0,8,0,0,0,0,1,43,1,8,0
34301,0,1,2,1,25,0,0,1,0,1,59,1,35,0
34302,1,0,2,1,20,1,0,1,0,2,39,1,30,0
34303,0,0,3,2,25,1,0,1,0,2,41,1,35,1
34304,0,0,1,0,11,0,0,0,0,1,43,1,21,0
34305,0,1,2,1,36,1,0,1,0,0,47,1,46,0
34306,1,0,3,3,53,0,1,0,0,0,19,1,63,0
34307,0,1,2,1,12,1,0,1,0,1,35,1,22,0
34308,0,0,10,3,13,1,0,0,0,0,4,1,23,0
34309,1,0,5,2,20,1,0,1,0,1,79,1,4,0
34310,0,0,2,1,19,0,0,1,0,1,47,1,13,1
34311,0,0,15,7,52,0,0,1,0,0,59,0,45,0
34312,0,0,3,2,21,0,0,1,0,0,39,1,20,0
34313,0,0,3,2,43,1,0,1,0,1,47,1,53,1
34314,1,0,2,1,11,0,0,1,0,2,47,1,21,0
34315,1,1,2,1,20,0,0,1,0,2,39,1,3,1
34316,1,0,5,0,17,1,0,0,0,2,47,1,27,0
34317,1,0,2,1,13,0,0,1,0,1,47,1,23,0
34318,0,0,3,2,43,0,0,1,0,0,39,1,50,0
34319,0,0,3,2,23,0,0,1,0,0,34,1,33,0
34320,0,0,2,1,63,0,0,1,0,0,19,1,73,1
34321,0,0,2,2,32,1,0,0,0,1,39,1,42,0
34322,0,1,0,0,18,1,0,0,0,1,69,1,8,0
34323,1,0,5,4,26,1,0,1,0,0,43,1,15,0
34324,0,0,0,0,10,0,0,0,0,1,47,1,2,0
34325,1,0,3,2,42,1,0,1,0,1,44,1,48,0
34326,0,0,5,1,53,1,1,0,0,0,39,1,10,0
34327,0,0,3,2,27,0,0,1,0,2,31,1,37,1
34328,1,1,1,0,24,1,0,1,0,2,39,1,34,1
34329,0,1,4,3,44,0,0,1,0,2,55,1,38,1
34330,0,0,4,1,12,1,0,0,0,0,59,1,22,0
34331,0,1,5,3,25,0,0,1,0,1,59,1,25,1
34332,1,1,3,2,23,1,0,1,0,2,11,1,33,0
34333,1,2,3,2,41,1,0,1,1,2,51,1,12,1
34334,0,0,3,2,40,1,0,1,0,1,29,1,8,0
34335,0,1,2,1,28,1,0,1,0,0,24,1,11,0
34336,0,0,1,0,12,0,0,0,0,0,47,1,5,0
34337,0,2,4,3,39,0,0,1,0,3,49,1,24,1
34338,1,0,1,0,26,1,0,0,0,1,39,1,36,1
34339,1,2,5,4,31,1,0,1,0,0,48,1,10,0
34340,0,2,3,2,20,0,0,1,0,0,39,1,24,0
34341,1,0,3,2,28,0,0,1,0,1,47,1,20,0
34342,0,0,5,0,19,1,0,0,0,0,24,1,11,0
34343,0,0,3,0,6,0,0,0,0,1,39,1,16,0
34344,1,0,4,4,23,1,1,0,0,0,47,1,4,0
34345,0,2,4,0,21,0,0,1,0,1,59,1,31,0
34346,1,1,2,1,20,0,0,1,0,1,39,1,28,0
34347,0,1,4,2,57,0,0,1,0,3,29,1,67,1
34348,1,0,3,1,54,0,0,1,0,1,45,1,64,1
34349,0,2,3,2,18,1,0,1,0,1,29,1,18,1
34350,0,0,4,3,24,0,0,1,0,0,43,1,34,0
34351,1,0,4,3,16,0,0,1,0,1,41,1,26,0
34352,1,0,2,1,19,0,0,1,0,0,39,1,15,0
34353,0,0,3,0,8,0,0,0,0,0,49,1,18,0
34354,0,1,4,0,7,0,0,0,0,1,39,1,17,0
34355,1,0,3,1,28,1,0,1,0,0,13,1,38,0
34356,1,0,3,2,38,0,0,1,0,0,43,1,22,1
34357,1,1,3,0,5,0,0,0,0,1,19,1,15,0
34358,0,0,3,2,35,1,0,1,0,1,39,1,45,0
34359,1,0,2,0,7,0,0,0,0,2,29,1,2,0
34360,0,0,2,0,15,1,0,0,0,2,53,1,3,0
34361,0,0,3,1,46,0,0,1,0,0,41,1,50,1
34362,0,0,4,3,25,0,0,1,0,0,59,1,19,0
34363,0,1,3,2,29,1,0,1,0,3,34,1,39,1
34364,0,0,0,0,45,0,0,0,0,0,55,1,25,0
34365,0,1,3,1,20,1,0,1,0,2,47,1,14,1
34366,0,0,13,0,13,0,0,1,0,0,49,1,23,0
34367,0,1,12,8,41,0,0,1,0,0,35,1,43,1
34368,1,1,5,4,39,0,0,1,0,0,39,1,49,1
34369,0,1,1,0,32,0,0,1,0,0,47,1,30,0
34370,0,1,1,0,45,0,0,1,0,0,48,1,55,0
34371,0,0,2,1,43,0,0,1,0,0,47,1,19,1
34372,0,0,1,0,12,1,0,0,0,2,59,1,22,1
34373,0,0,4,3,36,1,0,1,0,0,27,1,46,0
34374,1,0,7,6,25,1,0,1,0,0,39,1,35,0
34375,1,0,2,1,15,0,0,1,0,1,39,1,25,0
34376,1,0,0,0,29,0,1,0,0,0,54,1,25,0
34377,0,1,4,3,37,0,0,1,0,0,44,1,25,0
34378,0,0,3,2,12,1,0,1,0,0,44,1,22,0
34379,0,2,3,2,39,1,0,1,0,2,43,1,25,1
34380,0,0,0,0,50,0,1,0,0,2,39,0,2,0
34381,0,1,1,0,31,1,0,1,0,0,59,1,21,0
34382,1,1,2,1,32,0,0,1,0,0,41,1,5,0
